simple_number,unique_contrast_count,contrasts_in_NMA,record_id,aggregated,wwc_rating,measure_type,intervention_content,unique_study_count,...10,sort to match WWC data export,sortcode,TO1_NNMA,full_citation,contrast_name,subtract duplicated comparison samples,Abbreviated Citation,Abbreviated Citation for NNMA Paper,publication_year,OLD Abbreviated Citation,...21,study_design,contrast_id,OLD DONT USE,...25,New disaggregate,simplified contrast name (intervention),simplified contrast name (comparison),Link to MRG,contrast_primacy,measure_type_details,measure_intention,grade_level_key...33,...34,...35,...36,measure_name,domain,13domains_granularWWC,domain_numeric,intervention_n,comparison_n,full_sample_size,es_id,effect_size,standard_error,variance,contrast_name...48,subtract duplicated comparison samples from multicontrast studies to calculate overall sample size,TvsT,FULL WP,PART WP,FRACTIONS,WHOLE NUMBERS,NL_TX,N_TX,SEO_TX,...58,TES_TX,ES_TX,TV_TX,VF_TX,SV_TX,F_TX,FA_TX,FG_TX,FGA_TX,FAO_TX,FGO_TX,PRB_TX,PRM_TX,BX_TX,FB_TX,FC_TX,FBO_TX,FCO_TX,FBC_TX,FI_TX,FE_TX,FWOF_TX,FF_TX,FIO_TX,FEO_TX,FIE_TX,RS_TX,RV_TX,R2D_TX,R3D_TX,GS_TX,MS_TX,NL_COMP,N_COMP,SEO_COMP,TES_COMP,ES_COMP,TV_COMP,VF_COMP,SV_COMP,F_COMP,FA_COMP,FG_COMP,FGA_COMP,FAO_COMP,FGO_COMP,PRB_COMP,PRM_COMP,BX_COMP,FB_COMP,FC_COMP,FBO_COMP,FCO_COMP,FBC_COMP,FI_COMP,FE_COMP,FWOF_COMP,FF_COMP,FIO_COMP,FEO_COMP,FIE_COMP,RS_COMP,RV_COMP,R2D_COMP,R3D_COMP,GS_COMP,MS_COMP,intervention_prelim,comparison_prelim,Included in NMAs when n=1 were excluded,Included in NMAs when n=1 were INcluded,intervention_lowdose,comparison_lowdose,intervention_hi_or_lo,comparison_hi_or_lo,intervention_combo,comparison_combo,classrooms,schools,geographic_loc,TvsTwithICcodes,TvsTwithoutICcodes,control_nature,active_passive,control_nature_numeric,comparison_desc,control_group_relevance,dosage_minutes_per-session,dosage_weekly_freq,dosage_weeks,dosage_overall_minutes,dosage_overall_minutes_midpoint,dosage_overall_hours,group_size,group_size_average,group_size_category,grade_level,grade_level_key...156,Technology,setting,measure_class,measure_developer,measure_developer_numeric,interventionist_desc,interventionist,interventionist_numeric,initial_training,initial_training_duration,initial_training_format,ongoing_training,ongoing_training_with NR,ongoing_training_duration,ongoing_training_format,SPED or MD? (SK)NO!,research_lab,Checked,...175,...176,...177,...178,group1_id,group2_id,FF,FF.RS,NL.FF.RS,NL.RS,RS,VF.FF.RS,VF.RS,BAU,contrast,design,NL,VF
,NA,1,MI20625,IN,MWOR,Main,W,NA,NA,74,87,TO1,"Dyson, N., Jordan, N. C., Beliakoff, A., & Hassinger-Das, B. (2015). A Kindergarten Number-Sense Intervention with Contrasting Practice Conditions for Low-Achieving Children. Journal for Research in Mathematics Education, 46(3), 331-370.",Number sense intervention with number-list practice vs. control,NA,Dyson et al. (2015),Dyson et al. (2015),2015,Dyson et al. (2015),Match,Randomized Control Trial,86416_disagg,NA,0,YES,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Arithmetic Fluency,Whole Numbers,Whole Numbers Computation,2,40,42,82,70,0.7,0.22544991760365124,0.05179732868757259,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,TV+FWOF,BAU,RS+TV+FWOF,BAU,VF or TV + FF or FWOF + RS or RV,BAU,NA,4,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,3,,,,12,,4,26,0,,None,,researcher,researcher developed,1,Instructors (undergraduate or graduate students),research staff,1,,,,0,,,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,0,0,0,0,1,0,0,-1,RS_BAU,FF+RS_RS_BAU,0,0
,NA,1,MI20625,IN,MWOR,Main,W,NA,NA,74,89,TO1,"Dyson, N., Jordan, N. C., Beliakoff, A., & Hassinger-Das, B. (2015). A Kindergarten Number-Sense Intervention with Contrasting Practice Conditions for Low-Achieving Children. Journal for Research in Mathematics Education, 46(3), 331-370.",Number sense intervention with number-list practice vs. control,NA,Dyson et al. (2015),Dyson et al. (2015),2015,Dyson et al. (2015),Match,Randomized Control Trial,86416_disagg,NA,NA,YES,NA,NA,NA,Secondary,NA,NA,,W,WN,NA,Number Sense Screener,Whole Numbers,General Mathematics Achievement,2,40,42,82,72,0.34,0.22042566926977072,0.049514401858304295,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,TV+FWOF,BAU,RS+TV+FWOF,BAU,VF or TV + FF or FWOF + RS or RV,BAU,NA,4,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,3,,,,12,,4,26,0,,None,,researcher,researcher developed,1,Instructors (undergraduate or graduate students),research staff,1,,,,0,,,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,0,0,0,0,1,0,0,-1,RS_BAU,FF+RS_RS_BAU,0,0
,Unique,1,MI20625,IN,MWOR,Main,W,NA,NA,74,91,TO1,"Dyson, N., Jordan, N. C., Beliakoff, A., & Hassinger-Das, B. (2015). A Kindergarten Number-Sense Intervention with Contrasting Practice Conditions for Low-Achieving Children. Journal for Research in Mathematics Education, 46(3), 331-370.",Number sense intervention with number-list practice vs. control,NA,Dyson et al. (2015),Dyson et al. (2015),2015,Dyson et al. (2015),Match,Randomized Control Trial,86416_disagg,Unique,0,YES,NA,NA,NA,Secondary,NA,NA,,NA,NA,NA,Woodcock-Johnson III Tests of Achievement (WJ-III) Standard Test Book Form A: Calculation subtest,Whole Numbers,Whole Numbers Computation,2,40,42,82,74,0.63,0.2242110827661569,0.05122964576074332,Number sense intervention with number-list practice vs. control,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,TV+FWOF,BAU,RS+TV+FWOF,BAU,VF or TV + FF or FWOF + RS or RV,BAU,NA,4,NA,NA,NA,Control,Passive,0,Business as usual core mathematics instruction and any school provided intervention,,,3,,,,12,,4,26,0,,None,,published,independent,2,Instructors (undergraduate or graduate students),research staff,1,,,,0,,,,,3,TRUE,FALSE,FALSE,FALSE,FALSE,2,3,0,0,0,0,1,0,0,-1,RS_BAU,FF+RS_RS_BAU,0,0
,NA,1,MI20751,IN,MWOR,Main,W,NA,NA,85,103,TO1,"Fuchs, L. S., Compton, D. L., Fuchs, D., Paulsen, K., Bryant, J. D., & Hamlett, C. L. (2005). The prevention, identification, and cognitive determinants of math difficulty. Journal of Educational Psychology, 97(3), 493–513.",Preventive mathematics tutoring vs. Control,NA,Fuchs et al. (2005),Fuchs et al. (2005),2005,Fuchs et al. (2005),Match,Randomized Control Trial,74196,NA,1,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Woodcock-Johnson III (WJ-III): Calculation,Whole Numbers,Whole Numbers Computation,2,64,63,127,75,0.637,0.18082805527986315,0.03309553162104737,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,NA,BAU,RS,BAU,RS or RV,BAU,41,10,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,32,,2.5,26,1,,"Computer, software",,published,independent,2,Tutors (undergraduate and graduate students),research staff,1,,,,1,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,RS_BAU,RS_BAU,0,0
,NA,1,MI20751,IN,MWOR,Main,W,NA,NA,79,97,TO1,"Fuchs, L. S., Compton, D. L., Fuchs, D., Paulsen, K., Bryant, J. D., & Hamlett, C. L. (2005). The prevention, identification, and cognitive determinants of math difficulty. Journal of Educational Psychology, 97(3), 493–513.",Preventive mathematics tutoring vs. Control,NA,Fuchs et al. (2005),Fuchs et al. (2005),2005,Fuchs et al. (2005),Match,Randomized Control Trial,74196,NA,0,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Addition fact fluency,Whole Numbers,Whole Numbers Computation,2,64,63,127,76,0.239,0.1770384438767424,0.031722901699787524,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,NA,BAU,RS,BAU,RS or RV,BAU,41,10,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,32,,2.5,26,1,,"Computer, software",,researcher,researcher developed,1,Tutors (undergraduate and graduate students),research staff,1,,,,1,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,RS_BAU,RS_BAU,0,0
,NA,1,MI20751,IN,MWOR,Main,W,NA,NA,80,98,TO1,"Fuchs, L. S., Compton, D. L., Fuchs, D., Paulsen, K., Bryant, J. D., & Hamlett, C. L. (2005). The prevention, identification, and cognitive determinants of math difficulty. Journal of Educational Psychology, 97(3), 493–513.",Preventive mathematics tutoring vs. Control,NA,Fuchs et al. (2005),Fuchs et al. (2005),2005,Fuchs et al. (2005),Match,Randomized Control Trial,74196,NA,0,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,CBM Computation- Grade 1,Whole Numbers,Whole Numbers Computation,2,64,63,127,77,0.321,0.17754219428045745,0.03190368910136233,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,NA,BAU,RS,BAU,RS or RV,BAU,41,10,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,32,,2.5,26,1,,"Computer, software",,researcher,researcher developed,1,Tutors (undergraduate and graduate students),research staff,1,,,,1,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,RS_BAU,RS_BAU,0,0
,NA,1,MI20751,IN,MWOR,Main,W,NA,NA,81,99,TO1,"Fuchs, L. S., Compton, D. L., Fuchs, D., Paulsen, K., Bryant, J. D., & Hamlett, C. L. (2005). The prevention, identification, and cognitive determinants of math difficulty. Journal of Educational Psychology, 97(3), 493–513.",Preventive mathematics tutoring vs. Control,NA,Fuchs et al. (2005),Fuchs et al. (2005),2005,Fuchs et al. (2005),Match,Randomized Control Trial,74196,NA,NA,NO,NA,NA,NA,Primary,NA,NA,,W,WN,NA,First-Grade Concepts/Applications,Whole Numbers,General Mathematics Achievement,2,64,63,127,78,0.461,0.17873748152614588,0.03233471272340957,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,NA,BAU,RS,BAU,RS or RV,BAU,41,10,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,32,,2.5,26,1,,"Computer, software",,researcher,researcher developed,1,Tutors (undergraduate and graduate students),research staff,1,,,,1,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,RS_BAU,RS_BAU,0,0
,NA,1,MI20751,IN,MWOR,Main,W,NA,NA,82,100,TO1,"Fuchs, L. S., Compton, D. L., Fuchs, D., Paulsen, K., Bryant, J. D., & Hamlett, C. L. (2005). The prevention, identification, and cognitive determinants of math difficulty. Journal of Educational Psychology, 97(3), 493–513.",Preventive mathematics tutoring vs. Control,NA,Fuchs et al. (2005),Fuchs et al. (2005),2005,Fuchs et al. (2005),Match,Randomized Control Trial,74196,NA,0,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Jordan's Story Problems,Whole Numbers,Whole Numbers Word Problems/Problem Solving,2,64,63,127,79,0.511,0.17926553527237285,0.03252605130608674,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,NA,BAU,RS,BAU,RS or RV,BAU,41,10,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,32,,2.5,26,1,,"Computer, software",,independent,researcher developed,1,Tutors (undergraduate and graduate students),research staff,1,,,,1,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,RS_BAU,RS_BAU,0,0
,NA,1,MI20751,IN,MWOR,Main,W,NA,NA,83,101,TO1,"Fuchs, L. S., Compton, D. L., Fuchs, D., Paulsen, K., Bryant, J. D., & Hamlett, C. L. (2005). The prevention, identification, and cognitive determinants of math difficulty. Journal of Educational Psychology, 97(3), 493–513.",Preventive mathematics tutoring vs. Control,NA,Fuchs et al. (2005),Fuchs et al. (2005),2005,Fuchs et al. (2005),Match,Randomized Control Trial,74196,NA,0,NO,NA,NA,NA,Primary,NA,NA,,NA,NA,NA,Subtraction Fact Fluency,Whole Numbers,Whole Numbers Computation,2,64,63,127,80,0.121,0.17657115115981778,0.03155565760529934,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,NA,BAU,RS,BAU,RS or RV,BAU,41,10,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,32,,2.5,26,1,,"Computer, software",,researcher,researcher developed,1,Tutors (undergraduate and graduate students),research staff,1,,,,1,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,RS_BAU,RS_BAU,0,0
,Unique,1,MI20751,IN,MWOR,Main,W,Unique,NA,84,102,TO1,"Fuchs, L. S., Compton, D. L., Fuchs, D., Paulsen, K., Bryant, J. D., & Hamlett, C. L. (2005). The prevention, identification, and cognitive determinants of math difficulty. Journal of Educational Psychology, 97(3), 493–513.",Preventive mathematics tutoring vs. Control,NA,Fuchs et al. (2005),Fuchs et al. (2005),2005,Fuchs et al. (2005),Match,Randomized Control Trial,74196,Unique,NA,NO,NA,NA,NA,Primary,NA,NA,,W,WN,NA,Woodcock-Johnson III (WJ-III): Applied Problems subtest,Whole Numbers,General Mathematics Achievement,2,64,63,127,81,0.032,0.17642109811479437,0.03150204736907886,Preventive mathematics tutoring vs. Control,126,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RS,BAU,X,X,NA,BAU,RS,BAU,RS or RV,BAU,41,10,Southeast region,NA,NA,Control,Passive,0,Business as usual core mathematics instruction,,,3,,,,32,,2.5,26,1,,"Computer, software",,published,independent,2,Tutors (undergraduate and graduate students),research staff,1,,,,1,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,0,0,0,0,1,0,0,-1,RS_BAU,RS_BAU,0,0
,NA,1,MI20759,IN,MWOR,Main,W,NA,NA,150,189,TO1,"Fuchs, L. S., Powell, S. R., Seethaler, P. M., Cirino, P. T., Fletcher, J. M., Fuchs, D., & Hamlett, C. L. (2010). The effects of strategic counting instruction, with and without deliberate practice, on number combination skill among students with mathematics difficulties. Learning and individual differences, 20(2), 89-100.",Pirate Math (word problem intervention) with strategic counting practice with deliberate practice vs. Pirate Math (word problem instruction) without strategic counting practice without deliberate practice,NA,Fuchs et al. (2010),Fuchs et al. (2010),2010,Fuchs et al. (2010),Match,Randomized Control Trial,87212,NA,0,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,Vanderbilt Story Problems Grade 3,Whole Numbers,Whole Numbers Word Problems/Problem Solving,2,51,49,100,115,0.147,0.19877298391450315,0.04012405140256103,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,1,1,,,NA,NA,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,FF+RS,RS,X,X,N+SEO,N+SEO+FWOF+RV,FF+RS+N+SEO,N+SEO+FWOF+RV,N or NL + TES or SEO + FF or FWOF + RS or RV,N or NL + TES or SEO + FF or FWOF + RS or RV,84,31,"Nashville, TN & Houston, TX",NA,1,Alternate Treatment,Active,1,Word problem instruction without strategic counting practice,,,3,,,,20,,1,1,3,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,0,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,1,1,0,0,1,0,0,0,FF+RS_RS,FF+RS_RS_BAU,0,0
,NA,1,MI20759,IN,MWOR,Main,W,NA,NA,145,184,TO1,"Fuchs, L. S., Powell, S. R., Seethaler, P. M., Cirino, P. T., Fletcher, J. M., Fuchs, D., & Hamlett, C. L. (2010). The effects of strategic counting instruction, with and without deliberate practice, on number combination skill among students with mathematics difficulties. Learning and individual differences, 20(2), 89-100.",Pirate Math (word problem intervention) with strategic counting practice with deliberate practice vs. Pirate Math (word problem instruction) without strategic counting practice without deliberate practice,NA,Fuchs et al. (2010),Fuchs et al. (2010),2010,Fuchs et al. (2010),Match,Randomized Control Trial,87212,NA,0,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,"Double-digit Addition & Subtraction (Fuchs, Hamlett, & Powell 2003)",Whole Numbers,Whole Numbers Computation,2,51,49,100,116,0.458,0.20108976371770873,0.041064826402561025,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,1,1,,,NA,NA,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,FF+RS,RS,X,X,N+SEO,N+SEO+FWOF+RV,FF+RS+N+SEO,N+SEO+FWOF+RV,N or NL + TES or SEO + FF or FWOF + RS or RV,N or NL + TES or SEO + FF or FWOF + RS or RV,84,31,"Nashville, TN & Houston, TX",NA,1,Alternate Treatment,Active,1,Word problem instruction without strategic counting practice,,,3,,,,20,,1,1,3,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,0,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,1,1,0,0,1,0,0,0,FF+RS_RS,FF+RS_RS_BAU,0,0
,NA,1,MI20759,IN,MWOR,Main,W,NA,NA,146,185,TO1,"Fuchs, L. S., Powell, S. R., Seethaler, P. M., Cirino, P. T., Fletcher, J. M., Fuchs, D., & Hamlett, C. L. (2010). The effects of strategic counting instruction, with and without deliberate practice, on number combination skill among students with mathematics difficulties. Learning and individual differences, 20(2), 89-100.",Pirate Math (word problem intervention) with strategic counting practice with deliberate practice vs. Pirate Math (word problem instruction) without strategic counting practice without deliberate practice,NA,Fuchs et al. (2010),Fuchs et al. (2010),2010,Fuchs et al. (2010),Match,Randomized Control Trial,87212,NA,NA,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,Find X (Fuchs & Seethaler 2008) dichotomous,Whole Numbers,Algebra and Algebraic Reasoning,2,51,49,100,117,0.088,0.19860119300724668,0.040054726402561025,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,1,1,,,NA,NA,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,FF+RS,RS,X,X,N+SEO,N+SEO+FWOF+RV,FF+RS+N+SEO,N+SEO+FWOF+RV,N or NL + TES or SEO + FF or FWOF + RS or RV,N or NL + TES or SEO + FF or FWOF + RS or RV,84,31,"Nashville, TN & Houston, TX",NA,1,Alternate Treatment,Active,1,Word problem instruction without strategic counting practice,,,3,,,,20,,1,1,3,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,0,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,1,1,0,0,1,0,0,0,FF+RS_RS,FF+RS_RS_BAU,0,0
,NA,1,MI20759,IN,MWOR,Main,W,NA,NA,147,186,TO1,"Fuchs, L. S., Powell, S. R., Seethaler, P. M., Cirino, P. T., Fletcher, J. M., Fuchs, D., & Hamlett, C. L. (2010). The effects of strategic counting instruction, with and without deliberate practice, on number combination skill among students with mathematics difficulties. Learning and individual differences, 20(2), 89-100.",Pirate Math (word problem intervention) with strategic counting practice with deliberate practice vs. Pirate Math (word problem instruction) without strategic counting practice without deliberate practice,NA,Fuchs et al. (2010),Fuchs et al. (2010),2010,Fuchs et al. (2010),Match,Randomized Control Trial,87212,NA,0,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,"Four subtests of the Grade 3 Math Battery (Fuchs, Powell, & Hamlett, 2003)",Whole Numbers,Whole Numbers Computation,2,51,49,100,118,0.274,0.19943406816474055,0.04039138640256103,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,1,1,,,NA,NA,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,FF+RS,RS,X,X,N+SEO,N+SEO+FWOF+RV,FF+RS+N+SEO,N+SEO+FWOF+RV,N or NL + TES or SEO + FF or FWOF + RS or RV,N or NL + TES or SEO + FF or FWOF + RS or RV,84,31,"Nashville, TN & Houston, TX",NA,1,Alternate Treatment,Active,1,Word problem instruction without strategic counting practice,,,3,,,,20,,1,1,3,,None,,researcher,researcher developed,1,Tutors (research staff),research staff,1,,,,0,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,1,1,0,0,1,0,0,0,FF+RS_RS,FF+RS_RS_BAU,0,0
,NA,1,MI20759,IN,MWOR,Main,W,NA,NA,148,187,TO1,"Fuchs, L. S., Powell, S. R., Seethaler, P. M., Cirino, P. T., Fletcher, J. M., Fuchs, D., & Hamlett, C. L. (2010). The effects of strategic counting instruction, with and without deliberate practice, on number combination skill among students with mathematics difficulties. Learning and individual differences, 20(2), 89-100.",Pirate Math (word problem intervention) with strategic counting practice with deliberate practice vs. Pirate Math (word problem instruction) without strategic counting practice without deliberate practice,NA,Fuchs et al. (2010),Fuchs et al. (2010),2010,Fuchs et al. (2010),Match,Randomized Control Trial,87212,NA,1,NO,NA,NA,NA,Secondary,NA,N/A,,NA,NA,NA,KeyMath-Revised Problem Solving,Whole Numbers,Whole Numbers Word Problems/Problem Solving,2,51,49,100,119,0.224,0.19912646911307888,0.04026688640256103,NA,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,1,1,,,NA,NA,1,1,NA,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,1,NA,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,1,FF+RS,RS,X,X,N+SEO,N+SEO+FWOF+RV,FF+RS+N+SEO,N+SEO+FWOF+RV,N or NL + TES or SEO + FF or FWOF + RS or RV,N or NL + TES or SEO + FF or FWOF + RS or RV,84,31,"Nashville, TN & Houston, TX",NA,1,Alternate Treatment,Active,1,Word problem instruction without strategic counting practice,,,3,,,,20,,1,1,3,,None,,published,independent,2,Tutors (research staff),research staff,1,,,,0,,,,,1,TRUE,FALSE,FALSE,FALSE,FALSE,1,2,1,1,0,0,1,0,0,0,FF+RS_RS,FF+RS_RS_BAU,0,0
